Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,YrSold,SaleType,SaleCondition,SalePrice
556,20,RL,80,9600,Pave,NA,Reg,Lvl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,1242,0,1242,0,3,1,6,2007,WD,Normal,175500
557,70,RM,34,4571,Pave,Grvl,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,624,720,1344,0,4,1,7,2008,COD,Abnorml,98000
558,20,RL,NA,53227,Pave,NA,IR1,Low,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,1663,0,1663,1,2,1,6,2008,WD,Normal,256000
559,70,RM,NA,5100,Pave,Grvl,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,833,833,1666,0,3,1,7,2008,WD,Normal,161000
560,50,RL,NA,7015,Pave,NA,IR1,Bnk,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1950,1950,979,224,1203,1,3,1,5,2009,WD,Normal,110000
561,60,FV,75,8004,Pave,NA,IR1,Lvl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,2009,832,1103,1935,1,3,1,8,2009,New,Partial,263435
562,70,RL,60,7200,Pave,NA,Reg,Lvl,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,575,560,1135,1,3,1,6,2009,WD,Normal,155000
563,20,RL,60,8281,Pave,NA,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,864,0,864,0,3,1,5,2009,WD,Normal,62383
564,70,RL,74,11988,Pave,NA,IR1,HLS,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,849,811,1660,0,3,1,6,2008,WD,Normal,188700
565,20,RL,60,8430,Pave,NA,Reg,HLS,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,1040,0,1040,0,3,1,5,2009,WD,Normal,124000
566,120,RM,NA,3072,Pave,NA,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,1414,0,1414,0,2,1,6,2006,WD,Normal,178740
567,20,RL,85,10628,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,1277,0,1277,1,2,1,5,2007,WD,Normal,167000
568,70,RL,79,9480,Pave,NA,Reg,Lvl,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,888,756,1644,0,3,1,7,2007,WD,Normal,146500
569,20,RL,98,11428,Pave,NA,IR1,Lvl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,1634,0,1634,0,3,1,7,2007,WD,Normal,250000
570,60,RL,76,9291,Pave,NA,IR1,Lvl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,832,878,1710,0,3,1,7,2008,WD,Normal,187000
571,120,RL,NA,6820,Pave,NA,IR1,Lvl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,1502,0,1502,1,1,1,4,2010,WD,Normal,212000
572,60,RL,92,11952,Pave,NA,Reg,Lvl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,1161,808,1969,0,3,1,8,2007,WD,Normal,190000
573,180,RM,35,3675,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,1072,0,1072,1,2,1,5,2008,WD,Normal,148000
574,20,RL,110,14977,Pave,NA,IR1,Lvl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,1976,0,1976,1,2,1,7,2007,New,Partial,440000
575,120,RL,41,5330,Pave,NA,Reg,Lvl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,1652,0,1652,1,2,1,6,2007,WD,Normal,251000
576,20,RL,80,8480,Pave,NA,Reg,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,970,0,970,1,2,1,5,2007,WD,Normal,132500
577,20,RL,75,13125,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,1493,0,1493,1,3,1,7,2008,WD,Normal,208900
578,60,RL,105,13693,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,2069,574,2643,0,3,1,9,2007,WD,Normal,380000
579,20,RL,79,10637,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,1718,0,1718,1,3,1,7,2009,WD,Normal,297000
580,30,RM,50,5925,Pave,NA,Reg,Bnk,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,1131,0,1131,0,2,1,7,2007,WD,Alloca,89471
581,20,RL,98,16033,Pave,NA,IR1,Lvl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,1850,0,1850,1,3,1,8,2006,WD,Normal,326000
582,20,RL,72,11846,Pave,NA,IR1,HLS,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,1792,0,1792,1,2,1,6,2006,WD,Normal,374000
583,70,RM,50,2500,Pave,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,916,910,1826,1,4,1,7,2009,WD,Normal,155000
584,120,RM,32,4500,Pave,NA,Reg,Lvl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,1216,0,1216,1,2,1,5,2006,WD,Normal,164000
585,20,RL,NA,7758,Pave,NA,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,999,0,999,1,3,1,6,2007,WD,Normal,132500
586,20,RL,80,9600,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,1113,0,1113,0,3,1,5,2009,WD,Normal,147000
587,20,RL,79,10289,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,1073,0,1073,1,3,1,6,2007,WD,Normal,156000
588,20,RL,70,12243,Pave,NA,IR1,Lvl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,1484,0,1484,0,3,1,7,2007,WD,Normal,175000
589,190,RL,60,10800,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,1766,648,2414,0,3,2,10,2006,ConLD,Normal,160000
590,180,RM,21,1526,Pave,NA,Reg,Lvl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,630,0,630,1,1,1,3,2009,WD,Normal,86000
591,160,RM,NA,2665,Pave,NA,Reg,Lvl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,616,688,1304,0,3,1,4,2008,WD,Normal,115000
592,50,RL,79,9490,Pave,NA,Reg,Lvl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,958,620,1578,1,3,1,5,2006,WD,Normal,133000
593,60,RL,105,15578,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,728,728,1456,0,3,1,8,2006,New,Partial,172785
594,20,RL,70,7931,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,1269,0,1269,0,3,1,6,2008,WD,Normal,155000
595,30,RM,50,5784,Pave,NA,Reg,Lvl,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,886,0,886,0,2,1,4,2009,WD,Normal,91300
596,30,C (all),60,7879,Pave,NA,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,1950,720,0,720,0,2,1,4,2009,WD,Abnorml,34900
597,20,RL,NA,12692,Pave,NA,IR1,Lvl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1992,1993,3228,0,3228,1,4,1,10,2007,WD,Normal,430000
598,50,RL,60,9120,Pave,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,1133,687,1820,1,4,1,8,2008,WD,Normal,184000
599,20,RL,65,7800,Pave,NA,Reg,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,899,0,899,0,3,1,5,2009,WD,Normal,130000
600,20,RL,70,7535,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,912,0,912,0,2,1,5,2007,WD,Normal,120000
601,160,RM,21,1890,Pave,NA,Reg,Lvl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,672,546,1218,0,3,1,7,2007,WD,Normal,113000
602,60,FV,75,9803,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,866,902,1768,0,3,1,7,2008,WD,Normal,226700
603,20,RL,70,9170,Pave,NA,Reg,Lvl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,1214,0,1214,1,2,1,6,2007,WD,Normal,140000
604,20,RL,100,15602,Pave,NA,IR1,Lvl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,1801,0,1801,1,1,1,6,2010,WD,Normal,289000
605,160,RL,24,2308,Pave,NA,Reg,Lvl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,855,467,1322,0,3,1,6,2009,WD,Normal,147000
606,90,RM,60,7596,Pave,Grvl,Reg,Lvl,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,1952,960,1000,1960,0,4,2,10,2009,COD,Normal,124500
607,60,RL,80,9554,Pave,NA,IR1,Lvl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,1994,1065,846,1911,0,3,1,8,2006,WD,Normal,215000
608,20,FV,75,7862,Pave,NA,IR1,Lvl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,1218,0,1218,0,2,1,4,2009,New,Partial,208300
609,70,RM,60,9600,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,689,689,1378,0,3,1,7,2008,WD,Normal,161000
610,20,RL,80,9600,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,1041,0,1041,1,3,1,6,2009,WD,Normal,124500
611,20,RL,75,14559,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,1363,0,1363,1,2,1,6,2009,WD,Normal,164900
612,120,RL,40,6792,Pave,NA,IR1,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,1368,0,1368,0,2,1,6,2006,New,Partial,202665
613,20,RL,70,9100,Pave,NA,Reg,Lvl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,864,0,864,1,3,1,5,2006,WD,Normal,129900
614,20,RL,71,9187,Pave,NA,Reg,Bnk,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,1080,0,1080,0,3,1,5,2007,WD,Normal,134000
615,45,RL,55,10594,Pave,NA,Reg,Lvl,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,1926,1950,789,0,789,0,2,1,5,2007,WD,Normal,96500
616,20,RL,94,12220,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2009,2009,2020,0,2020,1,3,1,9,2009,New,Partial,402861
617,80,RL,NA,10448,Pave,NA,IR1,Lvl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1972,1972,1378,741,2119,0,3,1,7,2009,COD,Abnorml,158000
618,60,RL,79,10208,Pave,NA,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,1277,1067,2344,0,3,1,7,2009,WD,Normal,265000
619,60,RL,NA,9531,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,882,914,1796,1,3,1,7,2007,WD,Normal,211000
620,70,RL,53,10918,Pave,NA,Reg,Lvl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,1276,804,2080,0,3,1,9,2009,WD,Normal,234000
621,190,RL,60,10800,Pave,Grvl,Reg,Lvl,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,694,600,1294,0,3,2,7,2008,WD,Normal,106250
622,20,RL,90,11988,Pave,NA,IR1,Lvl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1957,1244,0,1244,0,3,1,6,2007,WD,Normal,150000
623,50,RM,50,5000,Pave,NA,Reg,Lvl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,1947,1950,1004,660,1664,0,3,1,7,2006,WD,Normal,159000
624,60,RL,130,40094,Pave,NA,IR1,Bnk,Edwards,PosN,PosN,1Fam,2Story,10,5,2007,2008,3138,1538,4676,1,3,1,11,2007,New,Partial,184750
625,60,RL,95,11787,Pave,NA,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,1383,1015,2398,1,3,1,8,2007,WD,Normal,315750
626,20,FV,62,7500,Pave,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,1266,0,1266,0,3,1,6,2006,WD,Normal,176000
627,20,RL,70,13300,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,928,0,928,0,2,1,4,2007,WD,Normal,132000
628,60,RL,67,14948,Pave,NA,IR1,Lvl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,1476,1237,2713,1,3,1,11,2008,New,Partial,446261
629,30,RL,58,9098,Pave,NA,IR1,Lvl,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,605,0,605,1,2,1,5,2007,WD,Normal,86000
630,20,RL,NA,32668,Pave,NA,IR1,Lvl,Crawfor,Norm,Norm,1Fam,1Story,6,3,1957,1975,2515,0,2515,1,4,2,9,2007,WD,Alloca,200624
631,80,RL,85,10200,Pave,NA,Reg,Lvl,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,1509,0,1509,1,3,1,5,2008,WD,Abnorml,175000
632,70,RM,60,6155,Pave,NA,IR1,Lvl,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,751,611,1362,0,3,1,6,2008,WD,Normal,128000
633,20,RL,60,7200,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,827,0,827,0,2,1,5,2010,WD,Normal,107500
634,20,RL,50,5000,Pave,NA,Reg,Low,BrkSide,Norm,Norm,1Fam,1Story,1,3,1946,1950,334,0,334,0,1,1,2,2007,WD,Normal,39300
635,60,RL,74,9056,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,707,707,1414,0,3,1,6,2006,WD,Normal,178000
636,190,RL,70,7000,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,820,527,1347,1,3,1,5,2008,WD,Normal,107500
637,60,RL,57,8924,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,880,844,1724,0,3,1,8,2008,WD,Normal,188000
638,20,RL,NA,12735,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,864,0,864,0,3,1,5,2008,COD,Normal,111250
639,20,RL,NA,11553,Pave,NA,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,1159,0,1159,0,3,1,7,2006,WD,Normal,158000
640,20,RL,NA,11423,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,1601,0,1601,1,3,1,6,2010,WD,Normal,272000
641,20,RL,85,14601,Pave,NA,Reg,Lvl,Timber,Norm,Norm,1Fam,1Story,9,5,2006,2006,1838,0,1838,1,2,1,8,2009,WD,Normal,315000
642,60,RL,NA,11000,Pave,NA,Reg,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,997,1288,2285,0,4,1,8,2007,WD,Normal,248000
643,20,RL,78,10140,Pave,NA,Reg,Lvl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,1680,0,1680,1,3,1,7,2009,WD,Normal,213250
644,120,RH,34,4058,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,767,0,767,1,1,1,4,2007,WD,Normal,133000
645,60,RL,58,17104,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,664,832,1496,1,3,1,7,2006,New,Partial,179665
646,50,RL,NA,13837,Pave,NA,IR1,Lvl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,1377,806,2183,0,4,1,9,2006,WD,Normal,229000
647,50,RL,70,8737,Pave,NA,IR1,Bnk,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,915,720,1635,0,3,1,6,2007,WD,Normal,210000
648,85,RL,54,7244,Pave,NA,Reg,Lvl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,768,0,768,1,2,1,5,2007,WD,Normal,129500
649,20,RM,49,8235,Pave,NA,IR1,HLS,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,825,0,825,1,2,1,4,2008,WD,Normal,125000
650,60,FV,75,9375,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2004,912,1182,2094,0,4,1,8,2009,WD,Normal,263000
651,120,RL,53,4043,Pave,NA,Reg,Lvl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1977,1977,1069,0,1069,0,2,1,4,2008,COD,Abnorml,140000
652,20,RM,50,6000,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,928,0,928,0,3,1,5,2008,WD,Normal,112500
653,20,RL,87,11146,Pave,NA,IR1,Lvl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,1717,0,1717,0,3,1,7,2009,WD,Normal,255500
654,20,RL,67,8777,Pave,NA,Reg,Lvl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1949,2003,1126,0,1126,0,2,1,5,2009,WD,Normal,108000
655,60,RL,85,10625,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,1006,1040,2046,1,3,1,8,2008,WD,Normal,284000
656,45,RM,58,6380,Pave,NA,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1922,1950,1048,0,1048,0,2,1,5,2006,WD,Normal,113000
657,20,RL,69,14850,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,1092,0,1092,1,2,1,6,2006,WD,Normal,141000
658,50,C (all),60,11040,Pave,NA,Reg,Low,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,1950,897,439,1336,0,3,1,7,2006,COD,Normal,108000
659,60,RL,57,21872,Pave,NA,IR2,HLS,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1997,729,717,1446,0,3,1,6,2008,WD,Normal,175000
660,120,RL,NA,3196,Pave,NA,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2004,1557,0,1557,0,2,1,7,2006,WD,Normal,234000
661,20,RL,NA,11341,Pave,NA,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,1392,0,1392,1,3,1,5,2010,WD,Normal,121500
662,20,RL,77,10010,Pave,NA,Reg,Lvl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,1389,0,1389,1,2,1,6,2006,WD,Normal,170000
663,30,RL,63,13907,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,996,0,996,1,3,1,6,2008,WD,Normal,108000
664,50,RL,66,21780,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,1918,1950,1163,511,1674,0,4,1,8,2008,WD,Normal,185000
665,60,RL,NA,13346,Pave,NA,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,1166,1129,2295,1,4,1,9,2006,WD,Normal,268000
666,70,RL,66,6858,Pave,NA,Reg,Bnk,SWISU,Norm,Norm,1Fam,2Story,6,4,1915,1950,841,806,1647,1,4,1,6,2010,WD,Normal,128000
667,60,RL,77,11198,Pave,NA,IR1,Lvl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,1134,1370,2504,0,4,1,11,2008,WD,Normal,325000
668,20,RL,70,10171,Pave,NA,IR1,Lvl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,1535,0,1535,0,3,1,7,2010,WD,Normal,214000
669,50,RL,79,12327,Pave,NA,IR1,Low,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,1496,636,2132,1,1,1,5,2009,WD,Normal,316600
670,90,RL,NA,7032,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,Duplex,SFoyer,5,5,1979,1979,943,0,943,1,2,1,4,2006,WD,Normal,135960
671,90,RL,74,13101,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,1728,0,1728,0,6,2,10,2008,WD,Normal,142600
672,20,RL,60,7332,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,864,0,864,1,2,1,4,2006,WD,Abnorml,120000
673,60,RL,83,13159,Pave,NA,IR1,HLS,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,846,846,1692,0,3,1,6,2009,New,Partial,224500
674,80,RL,76,9967,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,774,656,1430,0,3,1,8,2007,WD,Normal,170000
675,80,RL,70,10500,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,576,533,1109,0,3,1,5,2007,WD,Normal,139000
676,50,RL,80,8480,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,832,384,1216,0,2,1,6,2008,COD,Abnorml,118500
677,50,RL,52,6292,Pave,NA,Reg,Lvl,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,877,600,1477,0,3,1,6,2009,WD,Normal,145000
678,80,RL,96,11777,Pave,NA,IR1,Lvl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,1320,0,1320,1,3,1,6,2006,WD,Abnorml,164500
679,160,FV,34,3604,Pave,Pave,Reg,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,703,689,1392,0,2,1,5,2008,WD,Abnorml,146000
680,50,RM,81,12150,Pave,Grvl,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,1050,745,1795,0,4,1,7,2008,WD,Normal,131500
681,20,RL,NA,14585,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,1429,0,1429,0,3,1,7,2007,WD,Normal,181900
682,20,RL,98,12704,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2009,2042,0,2042,0,3,1,8,2009,New,Partial,253293
683,90,RL,81,11841,Grvl,NA,Reg,Lvl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,816,0,816,1,3,1,5,2007,WD,Normal,118500
684,75,RM,75,13500,Pave,NA,Reg,Lvl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,1521,1254,2775,0,3,1,9,2008,WD,Normal,325000
685,50,RM,51,6120,Pave,NA,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,989,584,1573,0,3,1,6,2009,WD,Normal,133000
686,20,RL,88,11443,Pave,NA,Reg,Lvl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,2028,0,2028,1,2,1,7,2006,New,Partial,369900
687,30,RL,55,10267,Pave,NA,Reg,Lvl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2000,838,0,838,1,2,1,5,2008,WD,Normal,130000
688,85,RL,74,8740,Pave,NA,IR1,Lvl,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982,1982,860,0,860,1,2,1,4,2009,WD,Normal,137000
689,20,RL,65,25095,Pave,NA,IR1,Low,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,2003,1473,0,1473,2,1,1,5,2009,WD,Partial,143000
690,40,RM,50,9100,Pave,NA,Reg,Lvl,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,1930,1960,779,0,935,0,2,1,4,2008,WD,Normal,79500
691,60,RL,64,8320,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,770,812,1582,0,3,1,6,2008,WD,Normal,185900
692,60,RL,97,13478,Pave,NA,IR1,Lvl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,1728,568,2296,1,3,1,10,2009,ConLI,Normal,451950
693,20,RL,60,6600,Pave,NA,Reg,Lvl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,816,0,816,1,2,1,4,2008,WD,Normal,138000
694,120,RM,NA,4435,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,848,0,848,1,1,1,4,2009,WD,Normal,140000
695,20,RL,88,7990,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,924,0,924,0,3,1,5,2008,WD,Normal,110000
696,20,RL,69,11302,Pave,NA,IR1,Lvl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2005,2006,1826,0,1826,1,3,1,7,2006,New,Partial,319000
697,70,RM,60,3600,Pave,Grvl,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,1993,684,684,1368,0,3,1,7,2006,WD,Normal,114504
698,120,RL,53,3922,Pave,NA,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,1402,0,1402,0,2,1,7,2007,New,Partial,194201
699,20,RL,80,12984,Pave,NA,Reg,Bnk,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,1977,1647,0,1647,1,3,1,7,2006,WD,Normal,217500
700,160,RM,24,1950,Pave,NA,Reg,Lvl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,716,840,1556,1,3,1,6,2008,COD,Normal,151000
701,60,RL,74,10927,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,1058,846,1904,1,3,1,8,2006,WD,Normal,275000
702,50,RM,50,9000,Pave,NA,Reg,Bnk,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,780,595,1375,0,3,1,6,2007,WD,Normal,141000
703,60,RL,80,10041,Pave,NA,IR1,Lvl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1992,1992,927,988,1915,1,3,1,8,2006,WD,Abnorml,220000
704,160,FV,30,3182,Pave,Pave,Reg,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,600,600,1200,0,2,1,4,2010,WD,Normal,151000
705,20,RL,88,12803,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,1494,0,1494,1,3,1,6,2008,WD,Normal,221000
706,60,RL,85,13600,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,1186,800,1986,0,3,1,7,2009,WD,Normal,205000
707,20,RL,82,12464,Pave,NA,IR2,Low,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,1040,0,1040,1,3,1,6,2009,WD,Normal,152000
708,20,RL,78,7800,Pave,NA,Reg,Bnk,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,1112,896,2008,1,3,1,8,2006,WD,Normal,225000
